title,description,published_date,channel_id,category,duration,total_views,total_likes,total_comments,video_extracted_date,video_id
Russia's Toughest Prisons   Nat Geo  Documentary,"2011 Documentary - For the first time, three prisons across Russia unlock their doors to an international film crew. From a Siberian prison camp where temperatures plummet to 50 below to the highest security prison, where cannibals, terrorists and serial killers will live out the rest of their days.

THANKS FOR WATCHING -SUBSCRIBE FOR MORE",2014-09-10T13:19:35Z,UCuJ5Xi_f9t9gGNULsM77LRw,Nonprofits & Activism,2670,437139,2750,1235,2023-08-26T17:53:13.556398,5bYuMibFyqg
John Wick Official Trailer #1 (2014) HD,"Watch FREE FULL MOVIES in exclusive 👉🏼 https://bit.ly/3woTiHZ
► Download APP (iOS): http://goo.gl/EyzIaF
► Download APP (Android): http://goo.gl/AOLpgm
► Click to Subscribe: http://bit.ly/SubFIN

John Wick Official Trailer starring Keanu Reeves, Willam Dafoe.

A former hit man is pursued by an old friend who was contracted to kill him.

Release Date: 24 October 2014 
Director: Chad Stahelski
Cast: Keanu Reeves, Willem Dafoe, Adrianne Palicki, Michael Nyqvist, Alfie Allen, Lance Reddick, Dean Winters
Genre: Action, Thriller
Country: USA
Production Co: 87Eleven, Company Films, DefyNite Films (in association with), Huayi Brothers Media, MJW Films, Rocket Science VFX, Thunder Road Pictures

Website: http://www.filmisnow.com
Facebook: http://on.fb.me/UFZaEu
Twitter: http://twitter.com/#!/filmisnow
G+ Page: http://goo.gl/Slx3tQ

FilmIsNow your first stop for the latest new cinematic videos the moment they are released. Whether it is the latest studio trailer release, an evocative documentary, clips, TV spots, or other extra videos, the FilmIsNow team is dedicated to providing you with all the best new videos because just like you we are big movie fans.",2014-09-15T11:01:28Z,UCOP-gP2WgKUKfFBMnkR3iaA,Film & Animation,200,7193730,19422,1649,2023-08-26T17:56:04.869411,RllJtOw0USI
"""Halloween"" 1978 Original Movie Trailer (HD)","Original Trailer for the first movie of ""Halloween""
John Carpenter's HALLOWEEN premiered on October 25th, 1978.
A psychotic murderer institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",2014-09-15T21:17:07Z,UCUVoRT1rlALX6mIBC9hdoDQ,Entertainment,165,2668107,13453,1164,2023-08-26T17:42:19.004023,xHuOtLTQ_1I
Kiki's Delivery Service - Official Trailer,"The enchanting and beloved works of Studio Ghibli can now be yours to own forever, digitally! Watch your favourite classic Ghibli films again and again, whenever and wherever you want! 🌹

✨ www.studioghibli.com.au/digital ✨
-----------------------------------------------------------------

It is tradition for all young witches to leave their families on the night of a full moon to learn their craft. That night comes for Kiki, who follows her dream and embarks on the experience of a lifetime.

With her chatty black cat, Jiji, she flies off to find the perfect spot in a faraway city. There, a bakery owner befriends Kiki and helps her start her own business: A high-flying delivery service.

Director: Hayao Miyazaki
Year of Production: 1989

Subscribe to our channel for all the latest updates and videos!

Website: https://www.madman.com.au 
Like us on Facebook: https://www.facebook.com/madman
Follow us on Twitter: https://www.twitter.com/madman
Follow us on Instagram: https://www.instagram.com/madmananime/
Follow us on LinkedIn: https://www.linkedin.com/company/madman-anime-group/
© 2020 Madman Entertainment",2014-09-17T05:26:09Z,UCRuJMENPfFiMYoqCXleDLLQ,Film & Animation,118,4661894,34939,1416,2023-08-26T17:46:24.356396,4bG17OYs-GA
Princess Mononoke - Official Trailer,"A beautifully realised tale of civilisation versus nature, PRINCESS MONONOKE is a true epic by Japan's master animator Hayao Miyazaki.

While protecting his village from a rampaging boar-god, the young warrior Ashitaka becomes afflicted with a deadly curse. To find the cure that will save his life, he journeys deep into sacred depths of the Great Forest Spirit's realm where he meets San (Princess Mononoke), a girl raised by wolves. It's not long before Ashitaka is caught in the middle of a battle between iron-ore prospecting humans and the forest dwellers. He must summon the spirit-powers and all his courage to stop man and nature from destroying each other.

Subscribe to our channel for all the latest updates and videos!

Website: https://www.madman.com.au 
Like us on Facebook: https://www.facebook.com/madman
Follow us on Twitter: https://www.twitter.com/madman
Follow us on Instagram: https://www.instagram.com/madmananime/
Follow us on LinkedIn: https://www.linkedin.com/company/madman-anime-group/
© 2020 Madman Entertainment",2014-09-17T05:26:15Z,UCRuJMENPfFiMYoqCXleDLLQ,Film & Animation,103,6861808,49515,2292,2023-08-26T17:42:59.733741,4OiMOHRDs14
"Big Eyes Official Trailer #1 (2014) - Tim Burton, Amy Adams Movie HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to INDIE TRAILERS: http://goo.gl/iPUuo
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Big Eyes Official Trailer #1 (2014) - Tim Burton, Amy Adams Movie HD

A drama centered on the awakening of the painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.

The Movieclips Trailers channel is your destination for the hottest new trailers the second they drop. Whether it's the latest studio release, an indie horror flick, an evocative documentary, or that new RomCom you've been waiting for, the Movieclips team is here day and night to make sure all the best new movie trailers are here for you the moment they're released.

In addition to being the #1 Movie Trailers Channel on YouTube, we deliver amazing and engaging original videos each week. Watch our exclusive Ultimate Trailers, Showdowns, Instant Trailer Reviews, Monthly MashUps, Movie News, and so much more to keep you in the know.

Here at Movieclips, we love movies as much as you!",2014-09-19T23:46:38Z,UCi8e0iOVk1fEOogdfu4YgfA,Film & Animation,151,4565691,19983,1341,2023-08-26T17:56:40.104843,2xD9uTlh5hI
The Empire Strikes Back Uncut: Full Movie (Official),"Watch the full version of The Empire Strikes Back Uncut, a fan-made, shot-for-shot recreation of the Star Wars classic!
 
With more than 480 fan-made segments culled from over 1,500 submissions, The Empire Strikes Back Uncut (also known as ESB Uncut) features a stunning mash-up of styles and filmmaking techniques, including live action, animation, and stop-motion. The project launched in 2013, with fans claiming 15-second scenes to reimagine as they saw fit – resulting in sequences created with everything from action figures to cardboard props to stunning visual effects. Helmed by Casey Pugh, who oversaw 2010’s Emmy-winning Star Wars Uncut, the new film has a wonderful homemade charm, stands as an affectionate tribute to The Empire Strikes Back, and is a testament to the talent, imagination, and dedication of Star Wars fans.

To learn more about Star Wars Uncut and The Empire Strikes Back Uncut, please visit StarWarsUncut.com.",2014-10-10T17:00:08Z,UCZGYJFUizSax-yElQaFDp5Q,Entertainment,7714,3130865,17112,1425,2023-08-26T17:53:40.632612,GjsFAZWnA00
Ko to tamo peva (Who's Singin' Over There) (1980) - Full Movie English Subbed [HD],"Directed by: Slobodan Sijan
Produced by: Milan Zmukic
Written by: Dusan Kovacevic
Music by: Vojislav Kostić
Cinematography: Bozidar ""Bota"" Nikolic
Edited by: Ljiljana ""Lana"" Vukobratovic
Distributed by: Centar Film (SFR Yugoslavia), International Home Cinema (USA)
Release date: 23rd October 1980
Running time: 86 minutes
Country: Yugoslavia
Language: Serbo-Croatian

CAST:
Pavle Vujisic - Conductor
Dragan Nikolic - Singer
Danilo ""Bata"" Stojkovic - Germanophile
Aleksandar Bercek - Misko Krstic
Neda Arneric - Bride
Mica Tomic - Aleksa Simic
Tasko Nacic - Hunter
Boro Stjepanovic - Consumptive
Slavko Stimac - Bridegroom
Miodrag Kostic - 1st Musician
Nenad Kostic - 2nd Musician
Bora Todorovic - Mourner
Slobodan Aligrudic - Lieutenant
Petar Lupa - Priest
Stanojlo Milinkovic - Plowman
Ljubomir Cipranic - Corporal
Milovan Tasic - Plowman's son 

============MY LINKS=============

OFFICIAL WEBSITE:
https://www.oldclassicgamer.com

UNDUB PRESERVATION PROJECT SERVER:
https://discord.gg/gEYkTg6

FOR BUSINESS INQUIRIES:
oldclassicgamer@yahoo.com",2014-10-18T13:56:58Z,UCSHrnkT74T75o7t5VaqSslA,Film & Animation,4981,5590091,25771,2214,2023-08-26T17:44:05.322716,ZwozSLas8DM
"Action Jackson (Uncut Official Trailer) | Ajay Devgn, Sonakshi Sinha & Yami Gautam","Stream & watch back to back Full Movies only on Eros Now - https://goo.gl/GfuYux

Click here to watch August 25 short movie: http://bit.ly/August25ShortMovie



Click here to check the trailer of the much awaited movie of the year :http://bit.ly/OfficialTrailerMukkabaaz 

Catch the “Munna Michael” Full Movie out here: http://bit.ly/MunnaMichaelFullMovie

Click Here for NH10 Full Movie ☛ http://bit.ly/NH10FullMovieOnline

A Baba Films production & Eros International presents ‘Action Jackson’. Directed by Prabhu Dheva. The film is produced by Gordhan P Tanwani & Sunil Lulla.

Action Jackson is Prabhu Deva’s new family entertainer that will set your feet tapping to it’s beat and get the film stuck in your mind featuring Ajay Devgn, Sonakshi Sinha, Yami Gautam & Manasvi Mamgai. A fun, small time crook gets entangled with a relentless girl who is convinced that he will bring her good luck. The consequences that result in are hilarious, masala-filled and thoroughly entertaining.

The film releases on 5th Dec, 2014.

For Mobile Downloads Visit : m.erosnow.com http://111.93.115.200/eros/s/videos.aspx?pid=190&src= 

To watch more log on to http://www.erosnow.com

For all the updates on our movies and more:
https://twitter.com/#!/ErosNow
https://www.facebook.com/ErosNow
https://plus.google.com/+erosentertainment
http://www.dailymotion.com/ErosNow

For more updates on Action Jackson:
https://www.facebook.com/AJTheMovie
https://twitter.com/AJTheMovie https://www.instagram.com/erosnow",2014-10-22T12:00:04Z,UCX52tYZiEh_mHoFja3Veciw,Entertainment,176,17807215,27035,2287,2023-08-26T17:56:37.322704,YubQzbzGHps
CHAPPIE - Teaser Trailer,"Release Date: March 6, 2015

In the near future, crime is patrolled by an oppressive mechanized police force. But now, the people are fighting back. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.  As powerful, destructive forces start to see Chappie as a danger to mankind and order, they will stop at nothing to maintain the status quo and ensure that Chappie is the last of his kind.

Directed by:      Neill Blomkamp

Written by:    Neill Blomkamp & Terri Tatchell

Produced by:             Neill Blomkamp
      Simon Kinberg

Executive Producer:   Ben Waisbren

Cast:     
Sharlto Copley
Dev Patel
Ninja and Yo-Landi Vi$$er
Jose Pablo Cantillo 
with Sigourney Weaver 
and Hugh Jackman


This film is not yet rated by the Motion Picture Association of America.  For future rating information, please visit www.filmratings.com.  Credits not final

#Sony #Chappie #TeaserTrailer",2014-11-04T22:00:28Z,UCz97F7dMxBNOfGYu3rx8aCw,Entertainment,118,8424942,23487,2982,2023-08-26T17:56:48.990259,HhNshgSYF_M
Anna Lucasta,"When wild child Anna Lucasta (Kitt) is banished from the family home by her self-righteous father, she falls into a life of prostitution and into the arms of street-wise sailor Danny Johnson (Davis). But after Anna shocks them all by finally finding true love with a well-heeled young suitor, her unforgiving father sets a vengeful plan in motion to remind his daughter of her sordid past and destroy her future forever!",2014-11-05T19:55:14Z,UC2jPzaVBHsBX59QwfrrMl4w,Entertainment,5794,639101,8826,1313,2023-08-26T17:49:54.549332,imVVIus6nB0
Fifty Shades Of Grey - Official Trailer 2 (Universal Pictures) HD,"In Cinemas Now.

Find us on Facebook - www.facebook.com/FiftyShadesMovieUK

Fifty Shades of Grey is the hotly anticipated film adaptation of the bestselling book that has become a global phenomenon. Since its release, the “Fifty Shades” trilogy has been translated into 51 languages worldwide and sold more than 100 million copies in e-book and print—making it one of the biggest and fastest-selling book series ever. 

Stepping into the roles of Christian Grey and Anastasia Steele, who have become iconic to millions of readers, are Jamie Dornan and Dakota Johnson. 

Joining Dornan and Johnson in the cast are Luke Grimes as Elliot, Christian’s brother; Victor Rasuk as José, Anastasia’s close friend; Eloise Mumford as Kate, Anastasia’s best friend and roommate; Marcia Gay Harden as Dr. Grace Trevelyan Grey, Christian’s mother; Rita Ora as Mia, Christian’s sister; Max Martini as Taylor, Christian’s bodyguard; Callum Keith Rennie as Ray, Anastasia’s stepfather; Jennifer Ehle as Carla, Anastasia’s mother; and Dylan Neal as Bob, Carla’s husband. 

Fifty Shades of Grey is directed by Sam Taylor-Johnson and produced by Michael De Luca and Dana Brunetti alongside E L James, the creator of the series. The screenplay for the film is by Kelly Marcel.",2014-11-14T10:55:58Z,UCQLBOKpgXrSj3nPU-YC3K9Q,Entertainment,142,12515925,28076,1387,2023-08-26T17:57:13.469092,S7jE27USh68
Amira & Sam Official Trailer #1 (2014) - Paul Wesley Romance Movie HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to INDIE & FILM FESTIVALS: http://bit.ly/1wbkfYg
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Amira & Sam Official Trailer #1 (2014) - Paul Wesley Romance Movie HD

In Select Theaters And On Demand January 30th!

Rousing, smart, and sweet, Amira & Sam is a confident feature debut from writer-director Sean Mullin, and follows Sam (Martin Starr, ""Freaks & Geeks"", ""Silicon Valley""), an army veteran adapting back to civilian life after a lengthy tour overseas. Upon reuniting with his unit's former Iraqi translator in New York City, he meets Amira (newcomer Dina Shihabi), his war buddy's niece; suspicious of soldiers, she wants nothing to do with him. However, when Amira runs into immigration trouble, Sam offers to keep her safe at his apartment. After a rocky start, their unlikely friendship starts to blossom into something more.

Meanwhile, Sam's cousin Charlie (Paul Wesley, Before I Disappear, ""The Vampire Diaries"") offers him a lucrative opportunity at his hedge fund, helping to secure wealthy veterans as new clients. However, all is not as it seems, and Amira and Sam soon find themselves faced with mounting obstacles in order to stay together.",2014-11-18T15:46:20Z,UCLyYEq4ODlw3OD9qhGqwimw,Film & Animation,129,881426,3611,1249,2023-08-26T17:56:23.504627,eLugRqOwFEs
